complaint_id,date_received,product,sub_product,issue,sub_issue,company,state,narrative,company_response,consumer_disputed
9994065,2024-09-02,Credit card,General-purpose credit card or charge card,Closing your account,Can't close your account,"Avant Holding Company, Inc.",FL,"XX/XX/XXXX someone called my credit card company changed all of my information to theirs, therefore I get a notification from the credit card company that I have updated all of my information, I then attempt to log into my account and see what's going on and I am now locked out. I called the credit card company tell them what's going on that someone has changed my information and is now trying to pay the bill through my debit card which is linked to that credit card for payments and they are slowly wiping my bank account out after asking for a larger credit limit, they then asked me to verify the address that's on file and since I can not because it has been stolen and changed therefore they will not allow me to close my account they keep telling me to email a copy of my driver 's license so I can verify who I am I email requested document 27 times just for them to tell me that they don't have it. I have done nothing but fight this situation trying to prove who I am and it is like there's no common sense with the credit card company that the account had been in Florida since the creation of it and then all the sudden within hours I'm in Tennessee it makes no sense, I told them multiple times someone had changed my information and is now using my card I spoke with seven different reps and ended up in tears at the end of each conversation because no one would help me, to this day I have no idea if they closed my account or if someone else is continuously spending on it. I then just had to get in touch with my bank and had them block this merchant from any future attempts from my debit account, this is been one of the biggest nightmares in my life",Closed with explanation,N/A
9993893,2024-09-02,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,"CITIBANK, N.A.",MI,"About a year ago, XXXX Citi card gave me a promotional offer to increase my points. I didn't realize that by agreeing to the offer, I was enrolled in a paperless statement system.
I didn't see the statements in my email box so I called the company to request that they resume sending paper statements. Instead, they mailed me old copies of previous months statements. They did NOT restart sending paper statements.

I put this card away because the communication with them was TERRIBLE. ( Hold/wait times, talking to people in XXXX with very bad connections and only marginal skills in XXXX. ) I finally gave up. I called and paid whatever the balance was that they said that I owed. ON THE SAME DAY, I closed this account.

Most recently, they started sending more "" past due balance '' emails BUT NO STATEMENT. I called once again to tell them that I had paid the bill in full and closed the account. AGAIN, I spent XXXX minutes on the phone with XXXX people. They had to transfer me XXXX times to a "" supervisor. '' Multiple times I tried to explain the reason that I did not feel that I owed them anything else and that I wasn't going to pay any "" late fees '' that were assessed AFTER I had closed the account. Multiple times I told the agent that I could barely hear him because of the terrible connection. The combination of bad XXXX and terrible connection left me completely frustrated. I told him VERY clearly that I would not pay this balance and that I wanted to appeal their charges. He could not ( or would not ) try to understand my explanation.",Closed with monetary relief,N/A
9993811,2024-09-02,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,SYNCHRONY FINANCIAL,AZ,"Synchrony bank attempted to charge {$2.00} interest on a {$4.00} balance ( in which they refunded me the {$4.00} because it was interest on a balance that was charged as a result of their failure to provide legal service of a prior monthly bill ). This card was paid off complete over 2 months ago when their billing issue began and was immediately put in the "" do not use '' pile. 1 month ago the account was closed when they sent me the {$4.00} bill. And now they have refunded the {$4.00} and I get a follow up bill for {$2.00}, likely because of "" minimum interest on the {$4.00} that they refunded.

I've already submitted the {$2.00} payment to Synchrony and expect no further billing, only refunds.",Closed with monetary relief,N/A
9993704,2024-09-02,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,GOLDMAN SACHS BANK USA,TX,"30 plus charges keep showing up on my credit card statement. I've disputed 5 times now. I'm in a loop where they keep coming back but no proof that they are my legit charges. Customer service is very poor and employees only read scripts of what they can do .... start another dispute. I've asked for someone in upper management, but they can not give me anyone else to help. I've given them information about the company that anyone can look up about utrtin.com. XXXX them and only the website comes up ( but it's down today ) ... type in "" XXXX XXXX  '' and you see a couple pages saying it's not high on their "" trust '' meter as a trustable website ( the 2nd website is in another language ). There is no other website that you can type in google and not get XXXX results.",Closed with monetary relief,N/A
9993248,2024-09-02,Credit card,General-purpose credit card or charge card,Fees or interest,Charged too much interest,SYNCHRONY FINANCIAL,MN,"I paid off my card in full on the XXXX due date.

On the XXXX due date, there was a trailing interest balance of {$44.00}, due XXXX. I paid it on XXXX. This would have resulted in a balance of XXXX -- there is no trailing interest charge on the trailing interest.

I was then charged -- without it being entered on a statement -- a {$0.00} charge for trailing interest on the trailing interest. When I contacted the creditor, they said the only way they would waive it would be as as a one-time courtesy credit basis. I will not use up my one-time courtesy credit on something that is not allowable or legal.

I demand that the {$040.00} of interest on the final interest be waived and that it not be a courtesy credit.",Closed with explanation,N/A
9993187,2024-09-02,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,"Bread Financial Holdings, Inc.",NY,"I scheduled a {$75.00} payment on XXXX XXXXXX/XX/XXXX, to post on XXXX XXXXXX/XX/XXXX ( XXXX XXXX ). I selected the desired bank that I wanted the payment taken out from, and finalized the transaction.
Unfortunately, XXXX XXXX XXXX prehistoric system glitched, not for the first time, and selected the other bank attached to my account to remove the payment from. I called in the afternoon of XXXX XXXX to rectify this issue, but the payment is already processed - unlikely for a system that, to be generous, is not state-of-the-art. I was also told that I will inevitably be hit with a returned check fee, and that I have to go through the rigamarole of an 'investigation ' to have the fee ( possibly! ) returned. This is sickening and disgraceful.",Closed with explanation,N/A
9993168,2024-09-02,Credit card,General-purpose credit card or charge card,Trouble using your card,Can't use card to make purchases,"CITIBANK, N.A.",AZ,"Between XX/XX/XXXX and XXXX, XXXX, I made online donations to XXXX charitable organizations in the total amount of {$720.00}. When the Citibank credit card statement came, names and dollar amounts of these transaction were correct.

XX/XX/XXXX, getting ready for tax preparation. I looked at the XXXX XXXX XXXX XXXXXXXX XXXX XXXX receipt for year, the XX/XX/XXXX gift was not included. I called XXXX. They had not received the money. I called all XXXX. All confirmed they did not receive the donations. I called the number on credit card. Was told to call and file claim. Which I did.

XX/XX/XXXX. I received letter asking for a list of merchants names, dates, and dollar amounts which I sent XX/XX/XXXX. I received a letter saying too much time has passed since billing date.., and I need to contact merchants directly. Which I did. This is the second time merchants confirmed the donations.

XX/XX/XXXX. Citibank sent a letter for each merchant saying they needed a valid credit slip. There are none. I gave on line where you dont necessarily get one and merchants never received the money so they didnt issue receipts.

XX/XX/XXXX. Citibank sent blank forms on each merchant asking for information about my contacts with merchants. I completed forms and mailed them overnight to bank.

This has been going on for five months now. Ive done everything Citibank employees have asked of me. The fact remains : Citibank misappropriated my money. They also did not disburse funds as directed. This is a bank error.",Closed with non-monetary relief,N/A
9993166,2024-09-02,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with rewards from credit card,CAPITAL ONE FINANCIAL CORPORATION,FL,"I've been trying to use my 2 lounge access passes that they guaranteed came with my account when I opened my Venture card. They're supposed to expire at the end of XXXX but each time I try to access a lounge, I am turned down when they scan my card. I asked for any printed material, a letter, or anything I could present. They refused to provide anything. This means the access lounge access they promised when I signed up for the card is just a hoax.

They've given me different excuses. One time, they said it would take 14 days to get a membership number to provide me for the priority pass lounge. When I said OK, go ahead and start the request, they came around and said that's not actually the case. They said I only have access to the premium lounge. So then I asked for information on how to access a premium lounge ; they then came around and told me that I was not eligible.

This is clearly false advertising to lure people to sign up for the card. Now, the only option they are giving me is to upgrade to Venture X, which charges more annual fees. Consumers should be protected from this type of practice.",Closed with explanation,N/A
9993120,2024-09-02,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with rewards from credit card,JPMORGAN CHASE & CO.,NV,""" You earn XXXX point for every {$1.00} you spend on all other purchases. '' This is their claim for my Chase Sapphire credit card. On XX/XX/year> I spent {$21000.00} and received only XXXX in Chase Rewards points. I filed a complaint to Chase and received no feedback. I also tried to call and after talking to robots for 15 minutes, got a person on the phone who hung up on me. After XXXX more tries, I finally got connected to someone in XXXX I couldn't understand so I hung up. I see this as consumer fraud and a scam to get people to use their credit card. I would appreciate any help you can provide in contacting this company that tries every way possible to ensure that you can not contact them. Thank you.",Closed with explanation,N/A
9993077,2024-09-02,Credit card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Didn't receive advertised or promotional terms,GOLDMAN SACHS BANK USA,LA,Purchased an XXXX in XXXX due to it being lost and needing to have connectivity to return to the XXXX. XXXX website advertised financing of the phone at interest free monthly installments in both XXXX and XXXX websites. Apple Card by XXXX XXXX will not convert purchase into interest free monthly installments. No exceptions for international purchases are posted or in fine print.,Closed with explanation,N/A
9993026,2024-09-02,Credit card,Store credit card,"Other features, terms, or problems",Other problem,"CAVALRY INVESTMENTS, LLC",AZ,"Back on XX/XX/XXXX I received a letter from a debt collector XXXXXXXX XXXX XXXX XXXX XXXX informing me, that they tried to collect the debt of {$4100.00} on behalf other debt collector Cavalry SPV I, LLC. Within few days later, on XX/XX/XXXX, I sent a Debt Validation Letter to XXXXXXXX XXXX XXXX XXXX XXXXXXXX About two months ago, XX/XX/XXXX I contacted XXXX XXXX XXXX XXXX XXXX XXXX to inquire about the requested documents, because I did not receive them. I was told XXXX XXXX XXXX  XXXX has no record of the account. I contacted the Cavalry SPV I, LLC customer service I was told the case is in Debt Validation department since XXXX. I have not received any correspondence from them yet, as of XX/XX/XXXX. I believe, if they can not validate the debt, and send all documents regarding the account, this debt should be cancelled.",Closed with explanation,N/A
9992776,2024-09-02,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,WELLS FARGO & COMPANY,GA,"They kept increasing my credit balance without my consent, so I could not pay for it. I also told them I could pay for it and if I could receive forbearance. That was denied",Closed with explanation,N/A
9992601,2024-09-02,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,DISCOVER BANK,GA,"We were bumped off our original flight to XXXX on XX/XX/XXXX. When I found an alternative flight, I realized that we needed to stay in XXXX for a few days and started making a hotel reservation using XXXX app on my phone. After I found XXXX XXXX XXXX and made the reservation, I did not get a confirmation right away. I thought there may have been a glitch on the app or the card may have declined the transaction for security purposes, which often happens. I re-tried to make another reservation but for a different hotel, XXXX XXXX XXXX since XXXX XXXX did not show up on the suggestions after I refreshed the app I was using. I used a different credit card this time to see if it would go through and it did. After the app showed my confirmed reservation with XXXX, the confirmation for XXXX XXXX also just came through. I called the app provider, XXXX and told them what happened. I asked to have the first reservation cancelled just minutes after I saw the reservation confirmation on their app. All of these were happening while our alternative flight was about to take off. Upon reaching XXXX, we checked in at the XXXX XXXX. I chatted with an XXXX represenative again to get an update on my cancellation with XXXX but I was told that since the terms of the reservation was non-refundable, the hotel was declining to refund us. I reached out to Discover card, the card I used to make the hotel reservation with XXXX and filed a dispute to contest the charges. I provided my chat history with XXXX and the email confirmation I received which reflected that the confirmation was an hour and a half later than the time and date that we were supposed to check-in to prove that I did not get the confirmation for the original hotel reservation on a timely manner but the card company sided with the hotel and now forcing me to pay for the rooms that we did not use. The hotel confirmed in the letter they provided with Discover that we didn't show and that the room was not occupied.",Closed with explanation,N/A
